2458918.1248804978 1.0003427537 0.0001610799 CHEOPS -0.9544505394 -0.5695572505 0.6145738792 0.9362970599 -0.0558495062 0.2983691805 -0.8219516642 -0.7888592695 0.3512090767 0.9984391983 0.8038380052 -4.2265548706 -1.4501938820 -0.0725074925 -0.6767349643
2458918.1252282979 1.0006322310 0.0001610965 CHEOPS -0.9634559218 -0.5161559401 0.6869337183 0.8841695785 -0.2132541553 0.2678669197 -0.8564946266 -0.7267200745 0.4671660909 0.9769967580 0.7275358071 -2.5843997002 -0.0543811321 -0.0589325178 -0.7961763957
2458918.1255760980 1.0004187017 0.0001610836 CHEOPS -0.9714884657 -0.4606542251 0.7530583736 0.8177346576 -0.3653101518 0.2370868216 -0.8875796781 -0.6579537111 0.5755953698 0.9308858646 0.7752673845 0.4755755663 -1.0234202147 -0.3042046145 -0.7571524714
2458918.1259238985 1.0004090682 0.0001610708 CHEOPS -0.9785373878 -0.4032931444 0.8123246683 0.7380835917 -0.5081318431 0.2060693590 -0.9150708386 -0.5832054812 0.6747092793 0.8612792985 0.6318765846 -0.0408219360 -1.2912336588 -0.0178155614 -0.8145946339
2458918.1262716982 1.0005588857 0.0001610606 CHEOPS -0.9845964171 -0.3442985739 0.8642003787 0.6464964622 -0.6381302792 0.1748424877 -0.9388602090 -0.5031477969 0.7629169840 0.7699284037 0.3673289268 1.0899456739 1.1813800335 -0.3118333271 -0.9966982451
2458918.1266194978 1.0006041273 0.0001610541 CHEOPS -0.9896590111 -0.2839134330 0.9082099094 0.5444607431 -0.7520149807 0.1434400282 -0.9588499166 -0.4185149465 0.8387863251 0.6591460148 0.2447248046 2.0115935802 -0.0844817236 -0.0436438642 -1.0244423365
2458918.1269672923 1.0004507643 0.0001610359 CHEOPS -0.9937200568 -0.2223842357 0.9439527728 0.4336310698 -0.8469106397 0.1118948109 -0.9749591026 -0.3300805398 0.9010905034 0.5317352428 0.1749285686 -0.4002405405 0.9856807590 -0.0355437763 -0.8890377874
2458918.1273150863 1.0003295070 0.0001610215 CHEOPS -0.9967760967 -0.1599496512 0.9711094590 0.3157806545 -0.9204370907 0.0802334906 -0.9871251740 -0.2386344873 0.9488322182 0.3908907291 0.1181172055 -0.8919593096 -1.3000546694 -0.0879681344 -0.7119171577
2458918.1276628864 1.0003655497 0.0001610217 CHEOPS -0.9988236640 -0.0968660854 0.9894295749 0.1928211305 -0.9707297496 0.0484900833 -0.9952974236 -0.1450141933 0.9812339230 0.2401744227 0.0860754841 0.1538244784 0.7644277811 -0.1044622878 -0.6398017224
2458918.1280106860 1.0004601047 0.0001610261 CHEOPS -0.9998605323 -0.0333969007 0.9987450237 0.0667565418 -0.9965152511 0.0167007796 -0.9994421679 -0.0500837063 0.9977692940 0.0834107564 0.0494328523 0.0742217004 0.0035465956 -0.1292382470 -0.6636250673
2458918.1283584870 1.0002188545 0.0001610055 CHEOPS -0.9998858823 0.0302106120 0.9989730971 -0.0603936450 -0.9971483599 -0.0151070300 -0.9995435553 0.0453072988 0.9981746378 -0.0754662072 0.0320802836 -0.0738505945 0.4230451882 0.0444585028 -0.7381145178
2458918.1287062867 1.0003744772 0.0001610149 CHEOPS -0.9988997560 0.0936897145 0.9901123251 -0.1865552303 -0.9726147672 -0.0468964548 -0.9956014451 0.1402768112 0.9824444748 -0.2324231370 -0.0036246916 0.8938148618 0.4574199021 -0.2879559058 -0.7758531757
2458918.1290540863 1.0005190543 0.0001610248 CHEOPS -0.9969032848 0.1567877646 0.9722445205 -0.3096973270 -0.9235369354 -0.0786373999 -0.9876323187 0.2339670752 0.9508351937 -0.3835094900 -0.0224371790 1.7067281008 1.5504988432 -0.1434532092 -0.7278635431
2458918.1294018868 1.0005956608 0.0001610280 CHEOPS -0.9938987058 0.2192475002 0.9455341531 -0.4278260990 -0.8511585370 -0.1102967027 -0.9756692747 0.3255229106 0.9038610673 -0.5249087015 -0.0562773237 -0.9966118932 0.2080669403 -0.2067709785 -0.5713057449
2458918.1297496865 1.0004198404 0.0001610145 CHEOPS -0.9898885635 0.2808258677 0.9102198302 -0.5390501598 -0.7572943047 -0.1418472129 -0.9597587364 0.4141254166 0.8422736641 -0.6530737601 -0.0513281079 -1.4014912844 -0.3456566632 -0.0801255636 -0.3231317618
2458918.1300974865 1.0004152156 0.0001610123 CHEOPS -0.9848776091 0.3412631187 0.8666288896 -0.6415526927 -0.6443289097 -0.1732515368 -0.9399678100 0.4989532721 0.7670789676 -0.7647484921 -0.0719315920 1.6111676693 2.3198373318 -0.2462521982 -0.2994926525
2458918.1304452862 1.0006955686 0.0001610347 CHEOPS -0.9788716486 0.4003108529 0.8151639969 -0.7336732454 -0.5151273547 -0.2044756600 -0.9163794089 0.5792302290 0.6795024422 -0.8571136497 -0.0719595482 0.9461411834 -0.7317808867 -0.3600713613 -0.4314089522
2458918.1307930863 1.0005466284 0.0001610222 CHEOPS -0.9718760991 0.4577396029 0.7562873586 -0.8139400235 -0.3729333658 -0.2354927770 -0.8890863040 0.6542395824 0.5809489118 -0.9278581275 -0.0796695821 0.3436464965 0.0142773204 0.1203306937 -0.4229887788
2458918.1311408747 1.0006883189 0.0001610356 CHEOPS -0.9638981954 0.5133163578 0.6905356303 -0.8810556443 -0.2213364176 -0.2662710441 -0.8581994621 0.7232983778 0.4730126336 -0.9751975134 -0.0541110556 -0.8778572083 -0.0704772174 -0.1661771634 -0.3824965453
2458918.1314886748 1.0003155670 0.0001610113 CHEOPS -0.9549468237 0.5668124306 0.6185130836 -0.9339332959 -0.0641733148 -0.2967769600 -0.8238468720 0.7857745004 0.3574473371 -0.9979387685 0.0098024532 -3.2486839294 -0.9514879584 -0.0287909440 -0.2818360575
2458918.1318364749 1.0006416351 0.0001610414 CHEOPS -0.9450302097 0.6180176854 0.5408676172 -0.9717267515 0.0946087006 -0.3269830314 -0.7861641944 0.8411077343 0.2361082810 -0.9955145372 0.0599799866 0.7290426493 0.0457419902 -0.1896627180 1.1879437575
2458918.1321842750 1.0004020979 0.0001610279 CHEOPS -0.9341613205 0.6667127796 0.4583270927 -0.9938217310 0.2509654397 -0.3568509876 -0.7453147453 0.8887835935 0.1109881390 -0.9679960476 0.1257653414 -0.5813415051 1.2037509680 -0.0591352241 3.7379535820
2458918.1325320750 1.0006555010 0.0001610509 CHEOPS -0.9223475972 0.7127184892 0.3716141790 -0.9998730252 0.4010099316 -0.3863611134 -0.7014501801 0.9283872586 -0.0159352898 -0.9160737060 0.1604688811 -1.2359769344 -0.0499251522 -0.1141618507 2.7316525081
2458918.1328798747 1.0005672201 0.0001610431 CHEOPS -0.9096031981 0.7558403524 0.2815330248 -0.9897819448 0.5409323486 -0.4154780645 -0.6547559559 0.9595515390 -0.1425892765 -0.8410661058 0.1509576161 -0.6492543221 -0.4479623139 -0.1758470302 0.0283789560
2458918.1332276748 1.0004523715 0.0001610360 CHEOPS -0.8959432980 0.7958994815 0.1889164291 -0.9637209143 0.6671924092 -0.4441684442 -0.6054287864 0.9819931684 -0.2669119693 -0.7448854202 0.1748862480 -1.8989622593 -0.6854932904 -0.3775429698 -0.4155065437
2458918.1360100633 1.0006453354 0.0001610567 CHEOPS -0.7555108876 0.9899249003 -0.5415601730 -0.2803336700 0.9088735829 -0.6551360917 -0.1415934026 0.8406619886 -0.9599026167 0.4170717088 0.2393108294 -1.8527592421 -0.2824545205 0.0591698838 -0.6457281828
2458918.1363578630 1.0004305723 0.0001610410 CHEOPS -0.7343363451 0.9969141345 -0.6190459273 -0.1565149919 0.8315262284 -0.6787857778 -0.0784997356 0.7853547860 -0.9876755830 0.5554854917 0.2549805924 0.1694110334 -0.9283896089 0.6288129972 -0.6304339245
2458918.1367056631 1.0006502759 0.0001610549 CHEOPS -0.7124240786 0.9998860469 -0.6909143778 -0.0301888304 0.7332843527 -0.7017491947 -0.0150961355 0.7229365965 -0.9995442134 0.6799220971 0.2130171063 -0.7487114072 0.4204079807 0.6845029802 -0.7148046594
2458918.1370534631 1.0005248781 0.0001610426 CHEOPS -0.6897935227 0.9988294966 -0.7565238612 0.0966263501 0.6166077190 -0.7240061436 0.0483697921 0.6539660904 -0.9953207264 0.7872705513 0.1847514751 1.4532608986 0.7241420746 1.1533678809 -0.6253894380
2458918.1374012628 1.0006326943 0.0001610498 CHEOPS -0.6664773863 0.9937514358 -0.8152561824 0.2218366973 0.4844864654 -0.7455252467 0.1116157871 0.5791004724 -0.9750838322 0.8747987568 0.1690103139 -1.5028039217 -1.4363712072 0.6580818431 -0.5143166606
2458918.1377490633 1.0007048620 0.0001610608 CHEOPS -0.6424911236 0.9846730640 -0.8666052784 0.3434742729 0.3402013294 -0.7662931267 0.1744103121 0.4989942799 -0.9391620860 0.9403526229 0.2314716158 0.6351522207 0.7303258777 1.0957690150 -0.4528235182
2458918.1380968634 1.0006134871 0.0001610581 CHEOPS -0.6178624113 0.9716334162 -0.9101015466 0.4595672179 0.1873987933 -0.7862862333 0.2364920814 0.4143852976 -0.8881429909 0.9822839163 0.2855840789 -0.8444574475 -2.1518740654 1.4355613661 -0.2637741501
2458918.1384446635 1.0008350652 0.0001610802 CHEOPS -0.5926126005 0.9546842261 -0.9453600496 0.5682674065 0.0298953282 -0.8054876199 0.2976206116 0.3260281838 -0.8228439431 0.9995530348 0.3394272910 -0.6396055222 -0.0752969533 1.6379397518 0.5185804662
2458918.1387924631 1.0006110808 0.0001610686 CHEOPS -0.5667718223 0.9338980541 -0.9720583402 0.6678107053 -0.1283264948 -0.8238748093 0.3575394029 0.2347393945 -0.7443311507 0.9917319753 0.4135360932 1.4998350143 1.0908964872 2.0042731447 1.7905898402
2458918.1391402632 1.0008958506 0.0001610952 CHEOPS -0.5403672072 0.9093616111 -0.9899598162 0.7566007963 -0.2832923537 -0.8414293086 0.4160065628 0.1413490796 -0.6538770794 0.9590335981 0.4604178748 -0.5095319748 0.3562055230 1.7782696882 1.9730148768
2458918.1394880516 1.0006908189 0.0001610833 CHEOPS -0.5134220074 0.8811720834 -0.9989094264 0.8332287169 -0.4311381248 -0.8581362609 0.4727956846 0.0466900190 -0.5529284812 0.9022859399 0.5133770161 -1.1975672245 -0.8846482635 1.7876579828 1.2745417119
2458918.1398358517 1.0006382981 0.0001610844 CHEOPS -0.4859609248 0.8494407803 -0.9988284944 0.8964725480 -0.5681706239 -0.8739805373 0.5276839591 -0.0483904829 -0.4430992786 0.8229107741 0.5771117549 -0.8451996446 0.7702478170 2.0512657561 0.5684388867
2458918.1401836514 1.0007940584 0.0001610979 CHEOPS -0.4580185674 0.8143044559 -0.9897213150 0.9453064732 -0.6909251218 -0.8889426258 0.5804379838 -0.1430095051 -0.3261834939 0.7229263282 0.5900471861 0.0840560794 1.1490060091 2.5577255405 0.4655877160
2458918.1405314514 1.0006323067 0.0001611078 CHEOPS -0.4296195174 0.7759014456 -0.9716740202 0.9789612793 -0.7963496405 -0.9030100056 0.6308541406 -0.2363251965 -0.2040461066 0.6048365482 0.8594347834 1.6432684660 -0.5465394855 2.1403626585 0.3192707007
2458918.1433138517 1.0006886191 0.0001611446 CHEOPS -0.1894901833 0.3721142335 -0.5412548103 0.6907831440 -0.8152811100 -0.9818826154 0.9281869409 -0.8408586268 0.7230619945 -0.5790653777 1.2478156655 1.2708611488 0.2973684072 2.3566458341 0.7486896372
2458918.1436616452 1.0005688140 0.0001611406 CHEOPS -0.1583086510 0.3126246551 -0.4590560624 0.5939097778 -0.7137847029 -0.9873896754 0.9498767420 -0.8884073005 0.8045316500 -0.7003651890 1.3140030414 -0.9971686006 0.7105013132 2.3486806394 0.7958479962
2458918.1440094397 1.0005766941 0.0001611235 CHEOPS -0.1269695460 0.2518838653 -0.3727209989 0.4875249839 -0.5944375149 -0.9919066158 0.9677574688 -0.9279434557 0.8731090368 -0.8041418040 1.1019274004 -1.1777129173 -0.0639296621 2.3163902353 0.7608376449
2458918.1443572403 1.0005332436 0.0001611045 CHEOPS -0.0955056920 0.1901382488 -0.2830325175 0.3733392372 -0.4602328029 -0.9954288838 0.9817573256 -0.9591103138 0.9276948927 -0.8877982694 0.9159003059 -0.0541818440 -1.1001721621 1.5098712547 0.2598017266
2458918.1447050399 1.0006096419 0.0001611106 CHEOPS -0.0639514616 0.1276411072 -0.1908081928 0.2531941135 -0.3145434626 -0.9979530102 0.9918204211 -0.9816273395 0.9674154955 -0.9492430722 0.9160092740 0.3310287893 -2.0639367104 2.0381798438 0.0612361816
2458918.1450528400 1.0005900833 0.0001611045 CHEOPS -0.0323283993 0.0646230026 -0.0968500491 0.1289758486 -0.1609668170 -0.9994773007 0.9979097492 -0.9952989842 0.9916477351 -0.9869598187 0.8623737336 -1.7173045874 0.5076178908 1.9467571464 -0.0161298421
2458918.1454006401 1.0005196950 0.0001610965 CHEOPS -0.0006771427 0.0013542852 -0.0020314270 0.0027085678 -0.0033857075 -0.9999997707 0.9999990830 -0.9999979367 0.9999963318 -0.9999942685 0.8335760167 -0.8259019852 0.0164598413 1.5425345509 -0.0257939129
2458918.1457484402 1.0007621561 0.0001611172 CHEOPS 0.0309748348 -0.0619199441 0.0928056305 -0.1236022541 0.1542802603 -0.9995201647 0.9980811192 -0.9956842446 0.9923318411 -0.9880271258 0.8508550314 -0.9847364426 0.6513913870 1.7647797729 0.0129970372
2458918.1460962398 1.0008373746 0.0001611618 CHEOPS 0.0625957740 -0.1249460427 0.1868062633 -0.2479338155 0.3080889523 -0.9980389617 0.9921635381 -0.9823967732 0.9687769728 -0.9513575550 1.3128081740 -1.0661947727 -0.5824601054 1.4651876508 0.0775715120
2458918.1464440394 1.0004716549 0.0001611211 CHEOPS 0.0941539611 -0.1874713923 0.2791231958 -0.3682950727 0.4541947573 -0.9955576486 0.9822700632 -0.9602553002 0.9297089541 -0.8909024203 1.1738229939 -0.2109751850 -1.0769828558 0.9388284336 0.0937880047
2458918.1467918400 1.0006538142 0.0001611388 CHEOPS 0.1256173503 -0.2492446121 0.3689232250 -0.4827571848 0.5889430810 -0.9920787677 0.9684405626 -0.9294598722 0.8757542466 -0.8081745154 1.2125252923 0.0124321356 0.4084950686 0.9573105196 -0.0001446064
2458918.1471396396 1.0005045291 0.0001611036 CHEOPS 0.1569567445 -0.3100226814 0.4554034525 -0.5894952074 0.7089739398 -0.9876054781 0.9507291607 -0.8902851765 0.8077718740 -0.7052346791 0.9320478479 0.9598721862 -0.2492620200 0.8035847993 -0.0863464699
2458918.1474874397 1.0004022027 0.0001610720 CHEOPS 0.1881376891 -0.3695561019 0.5377759388 -0.6867892831 0.8112741715 -0.9821426627 0.9292084199 -0.8430878007 0.7268565750 -0.5846659034 0.6539661288 -1.7763109207 3.6968257427 0.8674284102 -0.2155760526
2458918.1478352398 1.0006009063 0.0001610713 CHEOPS 0.2191299857 -0.4276083584 0.6153012657 -0.7730852086 0.8932905225 -0.9756956746 0.9039640988 -0.7882920477 0.6343021837 -0.4494797463 0.4544725234 -0.2790735960 -2.9906895161 0.1563547593 -0.2089335521
2458918.1481830287 1.0008058068 0.0001610725 CHEOPS 0.2499075440 -0.4839558072 0.6872919483 -0.8470121353 0.9529804306 -0.9682697039 0.8750924389 -0.7263812896 0.5315735534 -0.3030318447 0.2747656597 0.2280461788 -0.1258586794 -0.0278520823 -0.1971759649
2458918.1485308283 1.0006956903 0.0001610515 CHEOPS 0.2804362812 -0.5383662293 0.7530897504 -0.9073742701 0.9888377285 -0.9598726437 0.8427109843 -0.6579177971 0.4203236062 -0.1489964651 0.1289309018 0.2905779779 -0.0811170042 -0.0553514865 -0.3655944504
2458918.1488786279 1.0007174103 0.0001610414 CHEOPS 0.3106835297 -0.5906177232 0.8120966034 -0.9531997019 0.9999615964 -0.9505134109 0.8069514887 -0.5835230130 0.3023414102 0.0087638829 -0.0127071190 -1.0047763586 -1.9915498495 0.1168659437 -0.4834298636
2458918.1492264285 1.0007612916 0.0001610415 CHEOPS 0.3406234201 -0.6405081507 0.8637878652 -0.9837582255 0.9860707313 -0.9401998116 0.7679513714 -0.5038556578 0.1794986177 0.1663265248 -0.0532417338 -0.1055803746 -0.3687550128 -0.1780205290 -0.6289100972
2458918.1495742281 1.0007402696 0.0001610431 CHEOPS 0.3702241430 -0.6878338483 0.9076919837 -0.9985533905 0.9475052916 -0.9289424546 0.7258681679 -0.4196370606 0.0537691944 0.3197400858 -0.0140353763 0.5978558064 1.1154497862 0.2892091684 -0.7474909013
2458918.1499220282 1.0008744853 0.0001610293 CHEOPS 0.3994617433 -0.7324129987 0.9434172927 -0.9973423534 0.8852096437 -0.9167498654 0.6808606313 -0.3316079188 -0.0728576014 0.4651923114 -0.3079644210 1.2879320383 -0.6357499957 -0.0318896207 -0.7713194858
2458918.1502698278 1.0008675049 0.0001610177 CHEOPS 0.4282974516 -0.7740515429 0.9706270318 -0.9801390291 0.8007543412 -0.9036378107 0.6331225860 -0.2405892043 -0.1983115822 0.5989928924 -0.4388622661 -0.2243350893 -2.7821679115 -0.0310711280 -0.8027447717
2458918.1506176279 1.0007515015 0.0001610016 CHEOPS 0.4567071904 -0.8125890307 0.9890789650 -0.9472140432 0.6962366104 -0.8896170762 0.5828370846 -0.1473865699 -0.3206018657 0.7178123587 -0.5281384566 2.8473300934 -2.8272733688 -0.2241950796 -0.7538445553
2458918.1509654280 1.0007276802 0.0001609969 CHEOPS 0.4846602627 -0.8478670681 0.9986025930 -0.8990932625 0.5742756213 -0.8747024807 0.5302088596 -0.0528475288 -0.4377571305 0.8186620248 -0.5529236675 0.0972304270 0.6502091885 -0.0891550846 0.2722711985
2458918.1513132276 1.0012050197 0.0001610294 CHEOPS 0.5121343868 -0.8797499114 0.9991093931 -0.8365308591 0.4378922379 -0.8589053323 0.4754367396 0.0421950306 -0.5479198132 0.8990274679 -0.6193364353 -0.4585045576 1.6567147970 -0.2599794380 5.2898883245
2458918.1516610286 1.0009335916 0.0001610077 CHEOPS 0.5390990839 -0.9081041596 0.9905884807 -0.7605269820 0.2905075859 -0.8422423509 0.4187443555 0.1368738902 -0.6493063295 0.9568726888 -0.6215653673 1.8492337465 0.2679043710 0.0347322107 4.4309436825
2458918.1520088282 1.0008905802 0.0001610003 CHEOPS 0.5655227664 -0.9328102184 0.9731153846 -0.6723099083 0.1358365263 -0.8247326844 0.3603680015 0.2303181459 -0.7402698070 0.9907312643 -0.6679026495 -2.0303347111 -1.1849266291 -0.1602515423 0.6499672908
2458918.1523566167 1.0007457239 0.0001609882 CHEOPS 0.5913859225 -0.9537738176 0.9468388822 -0.5732664804 -0.0222876904 -0.8063886722 0.3005253813 0.3217081459 -0.8193689904 0.9997515986 -0.6744897502 -1.2125970125 -1.1625558138 -0.1309199615 1.0315679206
2458918.1527044163 1.0007664576 0.0001609875 CHEOPS 0.6166614619 -0.9709069007 0.9119896180 -0.4649814564 -0.1798963503 -0.7872284556 0.2394572827 0.4102132819 -0.8853204195 0.9836855713 -0.7031717525 0.4529379308 1.3578914404 0.2120220218 1.1394931187
2458918.1530522164 1.0007301034 0.0001609818 CHEOPS 0.6413156176 -0.9841336835 0.8688910271 -0.3492268392 -0.3329834549 -0.7672771850 0.1774285573 0.4950034171 -0.9370382141 0.9429326693 -0.7362447301 1.0966256857 0.5254417658 0.1951337676 1.1607713806
